title,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,open_url,dataset,cluster,cluster2
Vacation Rain (Album),Sister Hazel,0.633,0.754,8,-6.495,1,0.0382,0.0316,2.27e-05,0.091,0.641,137.047,audio_features,2skmOCFU64Bg7Ytkgwliwe,spotify:track:2skmOCFU64Bg7Ytkgwliwe,https://api.spotify.com/v1/tracks/2skmOCFU64Bg7Ytkgwliwe,https://api.spotify.com/v1/audio-analysis/2skmOCFU64Bg7Ytkgwliwe,218707,4,https://open.spotify.com/track/2skmOCFU64Bg7Ytkgwliwe,not_hot_songs,1,5
Cerilene,Sister Hazel,0.633,0.754,8,-6.495,1,0.0382,0.0316,2.27e-05,0.091,0.641,137.047,audio_features,2skmOCFU64Bg7Ytkgwliwe,spotify:track:2skmOCFU64Bg7Ytkgwliwe,https://api.spotify.com/v1/tracks/2skmOCFU64Bg7Ytkgwliwe,https://api.spotify.com/v1/audio-analysis/2skmOCFU64Bg7Ytkgwliwe,218707,4,https://open.spotify.com/track/2skmOCFU64Bg7Ytkgwliwe,not_hot_songs,1,5
The Milky Way,Ron Goodwin,0.454,0.192,7,-19.988,1,0.0394,0.789,0.91,0.105,0.113,139.894,audio_features,4zo9N3uPLmzLTF7Kl6Q2vd,spotify:track:4zo9N3uPLmzLTF7Kl6Q2vd,https://api.spotify.com/v1/tracks/4zo9N3uPLmzLTF7Kl6Q2vd,https://api.spotify.com/v1/audio-analysis/4zo9N3uPLmzLTF7Kl6Q2vd,110354,4,https://open.spotify.com/track/4zo9N3uPLmzLTF7Kl6Q2vd,not_hot_songs,0,0
El Capitan (1998 Digital Remaster),Felix Slatkin/Concert Arts Symphonic Band,0.642,0.502,3,-10.452,1,0.193,0.538,9.24e-05,0.194,0.687,104.303,audio_features,3QNXzlNbOSv3yM5NU69Kgo,spotify:track:3QNXzlNbOSv3yM5NU69Kgo,https://api.spotify.com/v1/tracks/3QNXzlNbOSv3yM5NU69Kgo,https://api.spotify.com/v1/audio-analysis/3QNXzlNbOSv3yM5NU69Kgo,234581,3,https://open.spotify.com/track/3QNXzlNbOSv3yM5NU69Kgo,not_hot_songs,1,2
Teach Me Tonight (Album Version),Eddie Cano,0.592,0.885,9,-4.944,0,0.0807,0.0505,2.38e-06,0.0843,0.731,98.991,audio_features,5LZtB6nxvjIhUoElp3Zqk0,spotify:track:5LZtB6nxvjIhUoElp3Zqk0,https://api.spotify.com/v1/tracks/5LZtB6nxvjIhUoElp3Zqk0,https://api.spotify.com/v1/audio-analysis/5LZtB6nxvjIhUoElp3Zqk0,202357,4,https://open.spotify.com/track/5LZtB6nxvjIhUoElp3Zqk0,not_hot_songs,1,5
Are You Putting Me On The Shelf,Don & Juan,0.609,0.345,4,-10.681,0,0.0248,0.464,0.0,0.562,0.515,95.174,audio_features,2R2gujg7ekAlfbETnWVv29,spotify:track:2R2gujg7ekAlfbETnWVv29,https://api.spotify.com/v1/tracks/2R2gujg7ekAlfbETnWVv29,https://api.spotify.com/v1/audio-analysis/2R2gujg7ekAlfbETnWVv29,126800,3,https://open.spotify.com/track/2R2gujg7ekAlfbETnWVv29,not_hot_songs,2,1
No Comprimise_ No Regrets,Hanoi Rocks,0.783,0.517,9,-7.113,0,0.0739,0.45,0.0,0.132,0.156,117.973,audio_features,32aQ7oWlgpbEQyeZhvAmzC,spotify:track:32aQ7oWlgpbEQyeZhvAmzC,https://api.spotify.com/v1/tracks/32aQ7oWlgpbEQyeZhvAmzC,https://api.spotify.com/v1/audio-analysis/32aQ7oWlgpbEQyeZhvAmzC,244210,4,https://open.spotify.com/track/32aQ7oWlgpbEQyeZhvAmzC,not_hot_songs,2,5
This Side Of Paradise,Nestor Torres,0.306,0.664,9,-6.07,1,0.0276,0.432,7.5e-06,0.135,0.321,158.283,audio_features,79EkGysjP2dL5GdpeQjRxT,spotify:track:79EkGysjP2dL5GdpeQjRxT,https://api.spotify.com/v1/tracks/79EkGysjP2dL5GdpeQjRxT,https://api.spotify.com/v1/audio-analysis/79EkGysjP2dL5GdpeQjRxT,242010,4,https://open.spotify.com/track/79EkGysjP2dL5GdpeQjRxT,not_hot_songs,4,4
She Made My Blood Run Cold,Rod Piazza & The Mighty Flyers,0.525,0.604,8,-7.778,1,0.0306,0.00225,0.85,0.135,0.152,139.987,audio_features,2mxEApkq96YE530SwGhuMj,spotify:track:2mxEApkq96YE530SwGhuMj,https://api.spotify.com/v1/tracks/2mxEApkq96YE530SwGhuMj,https://api.spotify.com/v1/audio-analysis/2mxEApkq96YE530SwGhuMj,157377,4,https://open.spotify.com/track/2mxEApkq96YE530SwGhuMj,not_hot_songs,4,4
Keepin It Real (Skit),Rated R,0.865,0.519,1,-5.803,1,0.159,0.357,0.0,0.211,0.669,92.718,audio_features,7cvop8FcQdqP6qfVmQLkdD,spotify:track:7cvop8FcQdqP6qfVmQLkdD,https://api.spotify.com/v1/tracks/7cvop8FcQdqP6qfVmQLkdD,https://api.spotify.com/v1/audio-analysis/7cvop8FcQdqP6qfVmQLkdD,235800,4,https://open.spotify.com/track/7cvop8FcQdqP6qfVmQLkdD,not_hot_songs,1,2
Il Y A Des Anges,Line Renaud,0.706,0.579,7,-6.76,1,0.0696,0.811,0.0,0.0486,0.913,124.337,audio_features,18VybIqykP4JW4FQAdrbQO,spotify:track:18VybIqykP4JW4FQAdrbQO,https://api.spotify.com/v1/tracks/18VybIqykP4JW4FQAdrbQO,https://api.spotify.com/v1/audio-analysis/18VybIqykP4JW4FQAdrbQO,160507,4,https://open.spotify.com/track/18VybIqykP4JW4FQAdrbQO,not_hot_songs,1,5
Il N'Etait Pas Sentimental,Line Renaud,0.706,0.579,7,-6.76,1,0.0696,0.811,0.0,0.0486,0.913,124.337,audio_features,18VybIqykP4JW4FQAdrbQO,spotify:track:18VybIqykP4JW4FQAdrbQO,https://api.spotify.com/v1/tracks/18VybIqykP4JW4FQAdrbQO,https://api.spotify.com/v1/audio-analysis/18VybIqykP4JW4FQAdrbQO,160507,4,https://open.spotify.com/track/18VybIqykP4JW4FQAdrbQO,not_hot_songs,1,5
Pass The Earplugs,Ashes to Ashes,0.725,0.543,6,-9.089,1,0.0387,0.28,0.475,0.113,0.415,140.051,audio_features,61jCFoNIuzQnc9UovuzNVW,spotify:track:61jCFoNIuzQnc9UovuzNVW,https://api.spotify.com/v1/tracks/61jCFoNIuzQnc9UovuzNVW,https://api.spotify.com/v1/audio-analysis/61jCFoNIuzQnc9UovuzNVW,151578,4,https://open.spotify.com/track/61jCFoNIuzQnc9UovuzNVW,not_hot_songs,1,5
Syv\xc3\xa4 meri (Oceano),Kari Tapio,0.316,0.354,7,-11.952,0,0.0326,0.959,0.884,0.133,0.0733,82.384,audio_features,3ynvysTZmTVH3z2g64tPJh,spotify:track:3ynvysTZmTVH3z2g64tPJh,https://api.spotify.com/v1/tracks/3ynvysTZmTVH3z2g64tPJh,https://api.spotify.com/v1/audio-analysis/3ynvysTZmTVH3z2g64tPJh,251080,3,https://open.spotify.com/track/3ynvysTZmTVH3z2g64tPJh,not_hot_songs,0,0
One the road (to Damnation),It Dies Today,0.314,0.967,4,-3.499,1,0.149,1.96e-05,0.000604,0.212,0.234,116.829,audio_features,1I0UDFEovjPX9EO7TvSkPU,spotify:track:1I0UDFEovjPX9EO7TvSkPU,https://api.spotify.com/v1/tracks/1I0UDFEovjPX9EO7TvSkPU,https://api.spotify.com/v1/audio-analysis/1I0UDFEovjPX9EO7TvSkPU,179413,3,https://open.spotify.com/track/1I0UDFEovjPX9EO7TvSkPU,not_hot_songs,4,4
Do It All Over Again,Sweet,0.748,0.786,10,-5.129,0,0.057,0.0226,5.54e-05,0.167,0.664,123.996,audio_features,6BwPstqf4RoRMbDidFWNxE,spotify:track:6BwPstqf4RoRMbDidFWNxE,https://api.spotify.com/v1/tracks/6BwPstqf4RoRMbDidFWNxE,https://api.spotify.com/v1/audio-analysis/6BwPstqf4RoRMbDidFWNxE,137419,4,https://open.spotify.com/track/6BwPstqf4RoRMbDidFWNxE,not_hot_songs,1,5
Losing track,You Should Go Ahead,0.633,0.511,3,-10.381,1,0.0468,0.552,0.000192,0.0966,0.227,129.966,audio_features,3p7VmuO6oO4Alz6eYDG3Ft,spotify:track:3p7VmuO6oO4Alz6eYDG3Ft,https://api.spotify.com/v1/tracks/3p7VmuO6oO4Alz6eYDG3Ft,https://api.spotify.com/v1/audio-analysis/3p7VmuO6oO4Alz6eYDG3Ft,244553,4,https://open.spotify.com/track/3p7VmuO6oO4Alz6eYDG3Ft,not_hot_songs,2,6
Hold Me,DCX,0.709,0.571,10,-13.25,1,0.039,0.247,0.014,0.114,0.779,124.739,audio_features,4kRMsLX7bJqjIfK44qJ9h6,spotify:track:4kRMsLX7bJqjIfK44qJ9h6,https://api.spotify.com/v1/tracks/4kRMsLX7bJqjIfK44qJ9h6,https://api.spotify.com/v1/audio-analysis/4kRMsLX7bJqjIfK44qJ9h6,225333,4,https://open.spotify.com/track/4kRMsLX7bJqjIfK44qJ9h6,not_hot_songs,1,5
Seventeen (Digitally Remastered),The Fontane Sisters,0.771,0.88,8,-4.091,1,0.0857,0.162,1.41e-06,0.167,0.347,137.018,audio_features,3AOf6YEpxQ894FmrwI9k96,spotify:track:3AOf6YEpxQ894FmrwI9k96,https://api.spotify.com/v1/tracks/3AOf6YEpxQ894FmrwI9k96,https://api.spotify.com/v1/audio-analysis/3AOf6YEpxQ894FmrwI9k96,200387,4,https://open.spotify.com/track/3AOf6YEpxQ894FmrwI9k96,not_hot_songs,1,5
Mental Beat,Hanoi Rocks,0.644,0.725,11,-11.162,0,0.0568,0.00153,0.00143,0.0513,0.851,135.392,audio_features,1zs2X0ytogQL9UzyUwzjPI,spotify:track:1zs2X0ytogQL9UzyUwzjPI,https://api.spotify.com/v1/tracks/1zs2X0ytogQL9UzyUwzjPI,https://api.spotify.com/v1/audio-analysis/1zs2X0ytogQL9UzyUwzjPI,303573,4,https://open.spotify.com/track/1zs2X0ytogQL9UzyUwzjPI,not_hot_songs,1,5
La Vuelta,Gustavo A. Santaolalla,0.748,0.538,0,-9.943,1,0.222,0.159,1.62e-06,0.167,0.779,124.974,audio_features,1jlKdNbOA90rjnt88GJnwO,spotify:track:1jlKdNbOA90rjnt88GJnwO,https://api.spotify.com/v1/tracks/1jlKdNbOA90rjnt88GJnwO,https://api.spotify.com/v1/audio-analysis/1jlKdNbOA90rjnt88GJnwO,234133,4,https://open.spotify.com/track/1jlKdNbOA90rjnt88GJnwO,not_hot_songs,1,2
Saved,9th Wonder,0.771,0.72,1,-5.671,1,0.103,0.258,0.0,0.137,0.794,103.092,audio_features,2ESNJZExcQw1BAmmA8Ct3j,spotify:track:2ESNJZExcQw1BAmmA8Ct3j,https://api.spotify.com/v1/tracks/2ESNJZExcQw1BAmmA8Ct3j,https://api.spotify.com/v1/audio-analysis/2ESNJZExcQw1BAmmA8Ct3j,178515,4,https://open.spotify.com/track/2ESNJZExcQw1BAmmA8Ct3j,not_hot_songs,1,2
Slum Goddess (Originally Performed by The Fugs),The Meatmen,0.499,0.815,4,-9.779,1,0.0409,0.665,0.0,0.332,0.921,133.814,audio_features,3KyOb9LT3DFLKYJKpoM9Xh,spotify:track:3KyOb9LT3DFLKYJKpoM9Xh,https://api.spotify.com/v1/tracks/3KyOb9LT3DFLKYJKpoM9Xh,https://api.spotify.com/v1/audio-analysis/3KyOb9LT3DFLKYJKpoM9Xh,120560,4,https://open.spotify.com/track/3KyOb9LT3DFLKYJKpoM9Xh,not_hot_songs,1,2
Stand Up and Praise Him,Vickie Winans,0.507,0.702,9,-5.506,1,0.0284,0.348,8.06e-05,0.139,0.285,140.092,audio_features,4NcdSXmCndskIsEjYx2CuR,spotify:track:4NcdSXmCndskIsEjYx2CuR,https://api.spotify.com/v1/tracks/4NcdSXmCndskIsEjYx2CuR,https://api.spotify.com/v1/audio-analysis/4NcdSXmCndskIsEjYx2CuR,260483,4,https://open.spotify.com/track/4NcdSXmCndskIsEjYx2CuR,not_hot_songs,4,4
Amazing (LP Version),Point Of Grace,0.617,0.547,2,-9.911,0,0.041,0.683,3.95e-06,0.708,0.391,141.942,audio_features,25cOK0N6gXvxCPt2P3VZhl,spotify:track:25cOK0N6gXvxCPt2P3VZhl,https://api.spotify.com/v1/tracks/25cOK0N6gXvxCPt2P3VZhl,https://api.spotify.com/v1/audio-analysis/25cOK0N6gXvxCPt2P3VZhl,280130,4,https://open.spotify.com/track/25cOK0N6gXvxCPt2P3VZhl,not_hot_songs,4,1
Greater,Vanessa Bell Armstrong,0.604,0.801,11,-4.164,1,0.224,0.148,0.0,0.907,0.537,117.963,audio_features,2x8BlDYVnlD57KLrbqXcbq,spotify:track:2x8BlDYVnlD57KLrbqXcbq,https://api.spotify.com/v1/tracks/2x8BlDYVnlD57KLrbqXcbq,https://api.spotify.com/v1/audio-analysis/2x8BlDYVnlD57KLrbqXcbq,379840,4,https://open.spotify.com/track/2x8BlDYVnlD57KLrbqXcbq,not_hot_songs,4,1
Everafter,Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey,0.502,0.837,1,-4.235,1,0.0489,0.17,1.48e-06,0.0884,0.22,135.893,audio_features,5dqMzg1wcwoiSsNbJIH3e6,spotify:track:5dqMzg1wcwoiSsNbJIH3e6,https://api.spotify.com/v1/tracks/5dqMzg1wcwoiSsNbJIH3e6,https://api.spotify.com/v1/audio-analysis/5dqMzg1wcwoiSsNbJIH3e6,210671,4,https://open.spotify.com/track/5dqMzg1wcwoiSsNbJIH3e6,not_hot_songs,4,4
C'Etait Bien,Jean Corti,0.84,0.707,2,-10.128,1,0.0641,0.562,0.0,0.492,0.94,127.388,audio_features,6TuFIhXpomBcMcxycOtmcz,spotify:track:6TuFIhXpomBcMcxycOtmcz,https://api.spotify.com/v1/tracks/6TuFIhXpomBcMcxycOtmcz,https://api.spotify.com/v1/audio-analysis/6TuFIhXpomBcMcxycOtmcz,158640,4,https://open.spotify.com/track/6TuFIhXpomBcMcxycOtmcz,not_hot_songs,1,1
Smile Jamaica,Bob Marley & The Wailers,0.796,0.675,8,-6.382,1,0.0916,0.0686,0.0,0.0286,0.935,148.104,audio_features,7KhQx2EJaZIPGsbMAjf4jg,spotify:track:7KhQx2EJaZIPGsbMAjf4jg,https://api.spotify.com/v1/tracks/7KhQx2EJaZIPGsbMAjf4jg,https://api.spotify.com/v1/audio-analysis/7KhQx2EJaZIPGsbMAjf4jg,213149,4,https://open.spotify.com/track/7KhQx2EJaZIPGsbMAjf4jg,not_hot_songs,1,5
Bad Influence,The Robert Cray Band,0.832,0.545,9,-11.119,1,0.0502,0.04,0.000211,0.0801,0.779,127.615,audio_features,05lsXraQZAbxO86lRzdKYg,spotify:track:05lsXraQZAbxO86lRzdKYg,https://api.spotify.com/v1/tracks/05lsXraQZAbxO86lRzdKYg,https://api.spotify.com/v1/audio-analysis/05lsXraQZAbxO86lRzdKYg,175173,4,https://open.spotify.com/track/05lsXraQZAbxO86lRzdKYg,not_hot_songs,1,5
Just In Case,Micachu,0.78,0.572,0,-6.797,1,0.0951,0.0618,0.0,0.0495,0.695,100.999,audio_features,0YHBvFhfCJHyP5qfgtiX1o,spotify:track:0YHBvFhfCJHyP5qfgtiX1o,https://api.spotify.com/v1/tracks/0YHBvFhfCJHyP5qfgtiX1o,https://api.spotify.com/v1/audio-analysis/0YHBvFhfCJHyP5qfgtiX1o,263866,4,https://open.spotify.com/track/0YHBvFhfCJHyP5qfgtiX1o,not_hot_songs,1,2
Hart(z) IV,Eko Fresh,0.756,0.896,4,-6.27,0,0.343,0.0886,0.0,0.212,0.554,144.795,audio_features,2Eze2Yon4PQRtDehACJaN1,spotify:track:2Eze2Yon4PQRtDehACJaN1,https://api.spotify.com/v1/tracks/2Eze2Yon4PQRtDehACJaN1,https://api.spotify.com/v1/audio-analysis/2Eze2Yon4PQRtDehACJaN1,206897,4,https://open.spotify.com/track/2Eze2Yon4PQRtDehACJaN1,not_hot_songs,3,3
Baila Baila \x13 Vent Remix,Deekline & Wizard,0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,audio_features,7mWFF4gPADjTQjC97CgFVt,spotify:track:7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/tracks/7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/audio-analysis/7mWFF4gPADjTQjC97CgFVt,235284,4,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt,not_hot_songs,1,2
Gotta Mind To Travel,Coco Montoya,0.45,0.883,5,-5.288,1,0.0464,0.00159,0.646,0.202,0.808,155.037,audio_features,5nK8sMqBDn9MsF3UgaO8dT,spotify:track:5nK8sMqBDn9MsF3UgaO8dT,https://api.spotify.com/v1/tracks/5nK8sMqBDn9MsF3UgaO8dT,https://api.spotify.com/v1/audio-analysis/5nK8sMqBDn9MsF3UgaO8dT,230827,4,https://open.spotify.com/track/5nK8sMqBDn9MsF3UgaO8dT,not_hot_songs,4,4
Wind Beneath My Wings,RyanDan,0.246,0.277,8,-7.66,1,0.0325,0.917,0.000185,0.112,0.097,145.149,audio_features,49vLtGNCdYsjiSM1Ugb8cs,spotify:track:49vLtGNCdYsjiSM1Ugb8cs,https://api.spotify.com/v1/tracks/49vLtGNCdYsjiSM1Ugb8cs,https://api.spotify.com/v1/audio-analysis/49vLtGNCdYsjiSM1Ugb8cs,255800,4,https://open.spotify.com/track/49vLtGNCdYsjiSM1Ugb8cs,not_hot_songs,2,6
Etre Une Femme,Nolwenn Leroy,0.275,0.288,0,-12.491,1,0.0375,0.615,0.000123,0.118,0.143,64.0,audio_features,2czmaRctigiKQIftPtQvHk,spotify:track:2czmaRctigiKQIftPtQvHk,https://api.spotify.com/v1/tracks/2czmaRctigiKQIftPtQvHk,https://api.spotify.com/v1/audio-analysis/2czmaRctigiKQIftPtQvHk,226613,4,https://open.spotify.com/track/2czmaRctigiKQIftPtQvHk,not_hot_songs,2,6
Sent By Angels,Arc Angels,0.52,0.521,7,-10.847,1,0.0269,0.0314,0.00273,0.0535,0.388,83.887,audio_features,6v0BD2dTfhnHBMceXGbW7z,spotify:track:6v0BD2dTfhnHBMceXGbW7z,https://api.spotify.com/v1/tracks/6v0BD2dTfhnHBMceXGbW7z,https://api.spotify.com/v1/audio-analysis/6v0BD2dTfhnHBMceXGbW7z,344093,4,https://open.spotify.com/track/6v0BD2dTfhnHBMceXGbW7z,not_hot_songs,2,5
I Love Your Way,Kashief Lindo,0.722,0.842,5,-8.745,0,0.126,0.00955,8.45e-06,0.178,0.751,93.954,audio_features,69mFxANpGyq9s69LqH3d9G,spotify:track:69mFxANpGyq9s69LqH3d9G,https://api.spotify.com/v1/tracks/69mFxANpGyq9s69LqH3d9G,https://api.spotify.com/v1/audio-analysis/69mFxANpGyq9s69LqH3d9G,257973,4,https://open.spotify.com/track/69mFxANpGyq9s69LqH3d9G,not_hot_songs,1,5
I'm Not A Loser,Descendents,0.33,0.883,6,-8.22,0,0.0533,0.0013,0.0,0.359,0.832,100.842,audio_features,1XFG00rEeHaDIPOQv9LTYs,spotify:track:1XFG00rEeHaDIPOQv9LTYs,https://api.spotify.com/v1/tracks/1XFG00rEeHaDIPOQv9LTYs,https://api.spotify.com/v1/audio-analysis/1XFG00rEeHaDIPOQv9LTYs,88773,4,https://open.spotify.com/track/1XFG00rEeHaDIPOQv9LTYs,not_hot_songs,4,4
Start!,The Jam,0.633,0.351,0,-8.896,1,0.0506,0.00675,6.38e-05,0.108,0.913,139.335,audio_features,4svNZgdVZNtpWKbb7nsaLs,spotify:track:4svNZgdVZNtpWKbb7nsaLs,https://api.spotify.com/v1/tracks/4svNZgdVZNtpWKbb7nsaLs,https://api.spotify.com/v1/audio-analysis/4svNZgdVZNtpWKbb7nsaLs,149867,4,https://open.spotify.com/track/4svNZgdVZNtpWKbb7nsaLs,not_hot_songs,1,2
Encouraged,John P. Kee,0.419,0.711,0,-7.069,1,0.038,0.276,0.0,0.26,0.477,131.213,audio_features,1iFhvVbRzhSuVbFHbARHWM,spotify:track:1iFhvVbRzhSuVbFHbARHWM,https://api.spotify.com/v1/tracks/1iFhvVbRzhSuVbFHbARHWM,https://api.spotify.com/v1/audio-analysis/1iFhvVbRzhSuVbFHbARHWM,325827,3,https://open.spotify.com/track/1iFhvVbRzhSuVbFHbARHWM,not_hot_songs,4,2
You'll Never Find,The Impressions,0.418,0.945,4,-5.406,1,0.118,0.0991,0.0123,0.23,0.696,181.174,audio_features,1ru5R5iSawvuMELqKXxLjS,spotify:track:1ru5R5iSawvuMELqKXxLjS,https://api.spotify.com/v1/tracks/1ru5R5iSawvuMELqKXxLjS,https://api.spotify.com/v1/audio-analysis/1ru5R5iSawvuMELqKXxLjS,194760,4,https://open.spotify.com/track/1ru5R5iSawvuMELqKXxLjS,not_hot_songs,4,4
At The County Fair - Original,The Impressions,0.418,0.945,4,-5.406,1,0.118,0.0991,0.0123,0.23,0.696,181.174,audio_features,1ru5R5iSawvuMELqKXxLjS,spotify:track:1ru5R5iSawvuMELqKXxLjS,https://api.spotify.com/v1/tracks/1ru5R5iSawvuMELqKXxLjS,https://api.spotify.com/v1/audio-analysis/1ru5R5iSawvuMELqKXxLjS,194760,4,https://open.spotify.com/track/1ru5R5iSawvuMELqKXxLjS,not_hot_songs,4,4
Tra-La-La Musette,Andre Verchuren,0.831,0.785,9,-5.112,1,0.0457,0.743,0.893,0.0543,0.918,97.565,audio_features,2XZaBz843U00YVkOJLHtGx,spotify:track:2XZaBz843U00YVkOJLHtGx,https://api.spotify.com/v1/tracks/2XZaBz843U00YVkOJLHtGx,https://api.spotify.com/v1/audio-analysis/2XZaBz843U00YVkOJLHtGx,153111,4,https://open.spotify.com/track/2XZaBz843U00YVkOJLHtGx,not_hot_songs,1,5
Ji Nian Pin,Candy Lo,0.734,0.536,11,-4.686,1,0.0318,0.601,0.0,0.1,0.591,114.036,audio_features,5QEvnCNqeDyGlWtByBBjyp,spotify:track:5QEvnCNqeDyGlWtByBBjyp,https://api.spotify.com/v1/tracks/5QEvnCNqeDyGlWtByBBjyp,https://api.spotify.com/v1/audio-analysis/5QEvnCNqeDyGlWtByBBjyp,180227,4,https://open.spotify.com/track/5QEvnCNqeDyGlWtByBBjyp,not_hot_songs,1,5
Qu Ni De Hun Li,Candy Lo,0.734,0.536,11,-4.686,1,0.0318,0.601,0.0,0.1,0.591,114.036,audio_features,5QEvnCNqeDyGlWtByBBjyp,spotify:track:5QEvnCNqeDyGlWtByBBjyp,https://api.spotify.com/v1/tracks/5QEvnCNqeDyGlWtByBBjyp,https://api.spotify.com/v1/audio-analysis/5QEvnCNqeDyGlWtByBBjyp,180227,4,https://open.spotify.com/track/5QEvnCNqeDyGlWtByBBjyp,not_hot_songs,1,5
Ma Zui,Candy Lo,0.734,0.536,11,-4.686,1,0.0318,0.601,0.0,0.1,0.591,114.036,audio_features,5QEvnCNqeDyGlWtByBBjyp,spotify:track:5QEvnCNqeDyGlWtByBBjyp,https://api.spotify.com/v1/tracks/5QEvnCNqeDyGlWtByBBjyp,https://api.spotify.com/v1/audio-analysis/5QEvnCNqeDyGlWtByBBjyp,180227,4,https://open.spotify.com/track/5QEvnCNqeDyGlWtByBBjyp,not_hot_songs,1,5
Someday,Max Melvin,0.784,0.287,0,-11.948,0,0.242,0.398,0.745,0.0777,0.644,85.985,audio_features,6DD1Ddv0U7cTA2pqqmjWxR,spotify:track:6DD1Ddv0U7cTA2pqqmjWxR,https://api.spotify.com/v1/tracks/6DD1Ddv0U7cTA2pqqmjWxR,https://api.spotify.com/v1/audio-analysis/6DD1Ddv0U7cTA2pqqmjWxR,123059,4,https://open.spotify.com/track/6DD1Ddv0U7cTA2pqqmjWxR,not_hot_songs,2,2
Ser\xc3\xa1 cuando regreses,Noem\xc3\xad,0.572,0.641,7,-4.798,1,0.0273,0.378,2.13e-06,0.127,0.939,139.972,audio_features,2hWuNsveCoIAF4g2xMTxWp,spotify:track:2hWuNsveCoIAF4g2xMTxWp,https://api.spotify.com/v1/tracks/2hWuNsveCoIAF4g2xMTxWp,https://api.spotify.com/v1/audio-analysis/2hWuNsveCoIAF4g2xMTxWp,201680,4,https://open.spotify.com/track/2hWuNsveCoIAF4g2xMTxWp,not_hot_songs,1,5
Sleepwalkers,Non Phixion,0.424,0.682,11,-3.194,0,0.035,0.0248,0.0,0.0918,0.58,176.014,audio_features,4SOtTsuFYYlkOOvXMbroUv,spotify:track:4SOtTsuFYYlkOOvXMbroUv,https://api.spotify.com/v1/tracks/4SOtTsuFYYlkOOvXMbroUv,https://api.spotify.com/v1/audio-analysis/4SOtTsuFYYlkOOvXMbroUv,187141,4,https://open.spotify.com/track/4SOtTsuFYYlkOOvXMbroUv,not_hot_songs,4,4
Why Don't You Do Right (Album Version),Jim Kweskin with Samoa Wilson,0.43,0.592,0,-7.55,0,0.15,0.136,0.0905,0.112,0.599,54.585,audio_features,6RQ0i7rApnnWSI8uEiGVVF,spotify:track:6RQ0i7rApnnWSI8uEiGVVF,https://api.spotify.com/v1/tracks/6RQ0i7rApnnWSI8uEiGVVF,https://api.spotify.com/v1/audio-analysis/6RQ0i7rApnnWSI8uEiGVVF,228990,4,https://open.spotify.com/track/6RQ0i7rApnnWSI8uEiGVVF,not_hot_songs,1,2
I'm Going Around In Circles,Jimmy Witherspoon,0.372,0.374,8,-12.516,1,0.0416,0.308,0.019,0.33,0.296,77.98,audio_features,7xb8FedYyTCE85hEDsEcOz,spotify:track:7xb8FedYyTCE85hEDsEcOz,https://api.spotify.com/v1/tracks/7xb8FedYyTCE85hEDsEcOz,https://api.spotify.com/v1/audio-analysis/7xb8FedYyTCE85hEDsEcOz,99693,5,https://open.spotify.com/track/7xb8FedYyTCE85hEDsEcOz,not_hot_songs,2,6
No More Blues,Jimmy Wyble,0.372,0.374,8,-12.516,1,0.0416,0.308,0.019,0.33,0.296,77.98,audio_features,7xb8FedYyTCE85hEDsEcOz,spotify:track:7xb8FedYyTCE85hEDsEcOz,https://api.spotify.com/v1/tracks/7xb8FedYyTCE85hEDsEcOz,https://api.spotify.com/v1/audio-analysis/7xb8FedYyTCE85hEDsEcOz,99693,5,https://open.spotify.com/track/7xb8FedYyTCE85hEDsEcOz,not_hot_songs,2,6
Flip Over And Upsidedown,Emotion Code,0.728,0.261,2,-13.306,0,0.26,0.357,0.831,0.0723,0.342,93.051,audio_features,4xZ0MGiG0GRbrRZjulXWmo,spotify:track:4xZ0MGiG0GRbrRZjulXWmo,https://api.spotify.com/v1/tracks/4xZ0MGiG0GRbrRZjulXWmo,https://api.spotify.com/v1/audio-analysis/4xZ0MGiG0GRbrRZjulXWmo,213711,4,https://open.spotify.com/track/4xZ0MGiG0GRbrRZjulXWmo,not_hot_songs,2,3
Ine Mono Ekloges,Imiskoubria,0.619,0.774,8,-7.235,1,0.318,0.0209,0.0,0.112,0.67,93.251,audio_features,7I5wt7kWS0w2wANikUqb7J,spotify:track:7I5wt7kWS0w2wANikUqb7J,https://api.spotify.com/v1/tracks/7I5wt7kWS0w2wANikUqb7J,https://api.spotify.com/v1/audio-analysis/7I5wt7kWS0w2wANikUqb7J,246480,4,https://open.spotify.com/track/7I5wt7kWS0w2wANikUqb7J,not_hot_songs,3,3
