title,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,open_url,dataset,cluster,cluster2
Let It All Go,Krayzie Bone,0.551,0.562,11,-6.862,1,0.163,0.0218,0.0,0.302,0.438,135.872,audio_features,3BUWNzPWz2mDbptZmGEXpB,spotify:track:3BUWNzPWz2mDbptZmGEXpB,https://api.spotify.com/v1/tracks/3BUWNzPWz2mDbptZmGEXpB,https://api.spotify.com/v1/audio-analysis/3BUWNzPWz2mDbptZmGEXpB,316192,4,https://open.spotify.com/track/3BUWNzPWz2mDbptZmGEXpB,not_hot_songs,4,5
So In Love,Renee Rosnes,0.599,0.805,5,-7.07,1,0.0277,0.0863,0.0013,0.566,0.962,120.049,audio_features,1D2QnxvMOac95EG9C0KbsJ,spotify:track:1D2QnxvMOac95EG9C0KbsJ,https://api.spotify.com/v1/tracks/1D2QnxvMOac95EG9C0KbsJ,https://api.spotify.com/v1/audio-analysis/1D2QnxvMOac95EG9C0KbsJ,209360,4,https://open.spotify.com/track/1D2QnxvMOac95EG9C0KbsJ,not_hot_songs,1,1
Mi Vida Se Pinto De Gris,Yndio,0.751,0.749,6,-6.159,0,0.0434,0.202,0.0,0.346,0.854,108.028,audio_features,10aTTmThkrn5s2uzRzrFP9,spotify:track:10aTTmThkrn5s2uzRzrFP9,https://api.spotify.com/v1/tracks/10aTTmThkrn5s2uzRzrFP9,https://api.spotify.com/v1/audio-analysis/10aTTmThkrn5s2uzRzrFP9,162560,4,https://open.spotify.com/track/10aTTmThkrn5s2uzRzrFP9,not_hot_songs,1,5
Fall In Love [Rub A Dub Mix],John Legend [feat. Buju Banton],0.538,0.0203,4,-23.163,1,0.0437,0.92,0.019,0.104,0.103,121.447,audio_features,4kJT7Yj6Za01KfKHjb7mZE,spotify:track:4kJT7Yj6Za01KfKHjb7mZE,https://api.spotify.com/v1/tracks/4kJT7Yj6Za01KfKHjb7mZE,https://api.spotify.com/v1/audio-analysis/4kJT7Yj6Za01KfKHjb7mZE,132000,3,https://open.spotify.com/track/4kJT7Yj6Za01KfKHjb7mZE,not_hot_songs,2,6
Waheera,Arturo Sandoval,0.643,0.356,5,-10.419,0,0.0331,0.735,0.924,0.0726,0.149,100.006,audio_features,6TGBkqYwwCaqay7jTMxsRD,spotify:track:6TGBkqYwwCaqay7jTMxsRD,https://api.spotify.com/v1/tracks/6TGBkqYwwCaqay7jTMxsRD,https://api.spotify.com/v1/audio-analysis/6TGBkqYwwCaqay7jTMxsRD,314440,4,https://open.spotify.com/track/6TGBkqYwwCaqay7jTMxsRD,not_hot_songs,0,0
Andale,Los Traileros Del Norte,0.748,0.799,5,-6.411,1,0.0387,0.0483,0.0,0.046,0.905,103.257,audio_features,7FGMeXrwpKVFcoCHnslE4J,spotify:track:7FGMeXrwpKVFcoCHnslE4J,https://api.spotify.com/v1/tracks/7FGMeXrwpKVFcoCHnslE4J,https://api.spotify.com/v1/audio-analysis/7FGMeXrwpKVFcoCHnslE4J,190813,4,https://open.spotify.com/track/7FGMeXrwpKVFcoCHnslE4J,not_hot_songs,1,5
My Way (Alternate Studio Version),The Sex Pistols,0.278,0.427,2,-8.688,1,0.0311,0.351,0.0,0.145,0.243,150.836,audio_features,2YkIDPL5lGhRhomCq4S2RO,spotify:track:2YkIDPL5lGhRhomCq4S2RO,https://api.spotify.com/v1/tracks/2YkIDPL5lGhRhomCq4S2RO,https://api.spotify.com/v1/audio-analysis/2YkIDPL5lGhRhomCq4S2RO,276253,4,https://open.spotify.com/track/2YkIDPL5lGhRhomCq4S2RO,not_hot_songs,4,4
Scars and Souvenirs Intro,Max Stalling,0.417,0.524,10,-6.6,1,0.0326,0.048,0.0,0.103,0.152,75.266,audio_features,72B1Omo2kmEst4YKO8vOB6,spotify:track:72B1Omo2kmEst4YKO8vOB6,https://api.spotify.com/v1/tracks/72B1Omo2kmEst4YKO8vOB6,https://api.spotify.com/v1/audio-analysis/72B1Omo2kmEst4YKO8vOB6,238307,4,https://open.spotify.com/track/72B1Omo2kmEst4YKO8vOB6,not_hot_songs,4,4
Champagne & Reefer,Bongzilla,0.61,0.641,9,-4.352,0,0.268,0.519,0.0,0.902,0.852,67.413,audio_features,7HytU9V8vMCUayply0lYBq,spotify:track:7HytU9V8vMCUayply0lYBq,https://api.spotify.com/v1/tracks/7HytU9V8vMCUayply0lYBq,https://api.spotify.com/v1/audio-analysis/7HytU9V8vMCUayply0lYBq,214413,4,https://open.spotify.com/track/7HytU9V8vMCUayply0lYBq,not_hot_songs,3,1
Freeze,Pepper,0.803,0.599,9,-5.189,0,0.0437,0.113,2.96e-05,0.285,0.68,110.066,audio_features,6OImCgd9gwIcTRuHr6s9xy,spotify:track:6OImCgd9gwIcTRuHr6s9xy,https://api.spotify.com/v1/tracks/6OImCgd9gwIcTRuHr6s9xy,https://api.spotify.com/v1/audio-analysis/6OImCgd9gwIcTRuHr6s9xy,204587,4,https://open.spotify.com/track/6OImCgd9gwIcTRuHr6s9xy,not_hot_songs,1,5
Fall River Legend: Conversation: Morton Gould/Agnes de Mille,Morton Gould,0.123,0.00574,2,-32.148,1,0.0362,0.969,0.712,0.11,0.0526,77.74,audio_features,6gih2PPODUgBq8X78jJrbE,spotify:track:6gih2PPODUgBq8X78jJrbE,https://api.spotify.com/v1/tracks/6gih2PPODUgBq8X78jJrbE,https://api.spotify.com/v1/audio-analysis/6gih2PPODUgBq8X78jJrbE,102667,3,https://open.spotify.com/track/6gih2PPODUgBq8X78jJrbE,not_hot_songs,0,0
Ho Sake To,Hunters,0.263,0.359,7,-15.127,0,0.0325,0.281,0.913,0.118,0.0391,179.807,audio_features,7GfoGMbKkDnY3e44ahZarZ,spotify:track:7GfoGMbKkDnY3e44ahZarZ,https://api.spotify.com/v1/tracks/7GfoGMbKkDnY3e44ahZarZ,https://api.spotify.com/v1/audio-analysis/7GfoGMbKkDnY3e44ahZarZ,172031,4,https://open.spotify.com/track/7GfoGMbKkDnY3e44ahZarZ,not_hot_songs,0,0
18 De Noviembre,Maracaibo 15,0.711,0.866,11,-9.367,0,0.262,0.49,0.0,0.0699,0.964,90.567,audio_features,1zlc4xSO57XTrIohoteOPm,spotify:track:1zlc4xSO57XTrIohoteOPm,https://api.spotify.com/v1/tracks/1zlc4xSO57XTrIohoteOPm,https://api.spotify.com/v1/audio-analysis/1zlc4xSO57XTrIohoteOPm,172693,4,https://open.spotify.com/track/1zlc4xSO57XTrIohoteOPm,not_hot_songs,3,5
Seis Perlas Cubanas,Orquesta Sublime,0.764,0.482,10,-6.053,1,0.0453,0.706,2.86e-06,0.165,0.893,128.139,audio_features,4ndirVzAd8XkLcIG49BKPP,spotify:track:4ndirVzAd8XkLcIG49BKPP,https://api.spotify.com/v1/tracks/4ndirVzAd8XkLcIG49BKPP,https://api.spotify.com/v1/audio-analysis/4ndirVzAd8XkLcIG49BKPP,186480,4,https://open.spotify.com/track/4ndirVzAd8XkLcIG49BKPP,not_hot_songs,1,5
Na Primeira Manh\xc3\xa3,Alceu Valen\xc3\xa7a,0.486,0.448,0,-8.844,1,0.0314,0.299,9.76e-05,0.149,0.251,116.518,audio_features,0w9CQrvs3rPFluFMSe6IVm,spotify:track:0w9CQrvs3rPFluFMSe6IVm,https://api.spotify.com/v1/tracks/0w9CQrvs3rPFluFMSe6IVm,https://api.spotify.com/v1/audio-analysis/0w9CQrvs3rPFluFMSe6IVm,264333,4,https://open.spotify.com/track/0w9CQrvs3rPFluFMSe6IVm,not_hot_songs,2,2
It's All In The Word,The Jackson Southernaires,0.539,0.0487,2,-23.168,1,0.0512,0.994,0.977,0.0961,0.565,97.71,audio_features,5u2TmD4npmQiE8pYbjLEbc,spotify:track:5u2TmD4npmQiE8pYbjLEbc,https://api.spotify.com/v1/tracks/5u2TmD4npmQiE8pYbjLEbc,https://api.spotify.com/v1/audio-analysis/5u2TmD4npmQiE8pYbjLEbc,102060,4,https://open.spotify.com/track/5u2TmD4npmQiE8pYbjLEbc,not_hot_songs,0,0
This Train (Munk Edit),Who Made Who,0.514,0.825,0,-5.135,1,0.0487,0.000286,0.293,0.607,0.655,125.274,audio_features,6rvldt6EoZwzogApECUCwd,spotify:track:6rvldt6EoZwzogApECUCwd,https://api.spotify.com/v1/tracks/6rvldt6EoZwzogApECUCwd,https://api.spotify.com/v1/audio-analysis/6rvldt6EoZwzogApECUCwd,207147,4,https://open.spotify.com/track/6rvldt6EoZwzogApECUCwd,not_hot_songs,4,1
Don't Matter,Akon,0.798,0.443,2,-6.062,1,0.0403,0.244,0.0,0.326,0.354,125.232,audio_features,7I6DceMT3utDOHjcYCbrr4,spotify:track:7I6DceMT3utDOHjcYCbrr4,https://api.spotify.com/v1/tracks/7I6DceMT3utDOHjcYCbrr4,https://api.spotify.com/v1/audio-analysis/7I6DceMT3utDOHjcYCbrr4,293053,4,https://open.spotify.com/track/7I6DceMT3utDOHjcYCbrr4,not_hot_songs,1,2
Battle Of The Rosebud / Cries,Brian Keane,0.733,0.745,7,-5.472,1,0.0294,0.478,0.0,0.196,0.787,109.98,audio_features,1RrD8HYNK4EHYunBZ1F6jG,spotify:track:1RrD8HYNK4EHYunBZ1F6jG,https://api.spotify.com/v1/tracks/1RrD8HYNK4EHYunBZ1F6jG,https://api.spotify.com/v1/audio-analysis/1RrD8HYNK4EHYunBZ1F6jG,158467,4,https://open.spotify.com/track/1RrD8HYNK4EHYunBZ1F6jG,not_hot_songs,1,5
Confiar Es Perder,Los Jaig\xc3\xbcey,0.789,0.342,4,-16.638,1,0.0482,0.381,0.00185,0.0702,0.756,95.859,audio_features,0uvsyaO00YHyr7LM9kzIKB,spotify:track:0uvsyaO00YHyr7LM9kzIKB,https://api.spotify.com/v1/tracks/0uvsyaO00YHyr7LM9kzIKB,https://api.spotify.com/v1/audio-analysis/0uvsyaO00YHyr7LM9kzIKB,136667,4,https://open.spotify.com/track/0uvsyaO00YHyr7LM9kzIKB,not_hot_songs,1,2
Goody Goody,Charlie Byrd Trio,0.637,0.19,9,-22.466,0,0.0676,0.841,0.263,0.12,0.687,143.111,audio_features,6y2YxIUeM9uMgAINRnb11K,spotify:track:6y2YxIUeM9uMgAINRnb11K,https://api.spotify.com/v1/tracks/6y2YxIUeM9uMgAINRnb11K,https://api.spotify.com/v1/audio-analysis/6y2YxIUeM9uMgAINRnb11K,283627,4,https://open.spotify.com/track/6y2YxIUeM9uMgAINRnb11K,not_hot_songs,2,6
Lightning Breaks,Plasmatics,0.536,0.0733,8,-21.036,0,0.03,0.969,0.932,0.103,0.095,69.005,audio_features,4ClmgHiQlhjQruTr3LFsHG,spotify:track:4ClmgHiQlhjQruTr3LFsHG,https://api.spotify.com/v1/tracks/4ClmgHiQlhjQruTr3LFsHG,https://api.spotify.com/v1/audio-analysis/4ClmgHiQlhjQruTr3LFsHG,160148,4,https://open.spotify.com/track/4ClmgHiQlhjQruTr3LFsHG,not_hot_songs,0,0
The Dynamo Of Volition [From An All Night Session],Jason Mraz,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,audio_features,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242947,4,https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA,not_hot_songs,1,5
All In A Day (Live @ The Troubadour_ LosAngeles),The Paul Butterfield Blues Band,0.595,0.717,2,-8.908,1,0.0334,0.708,0.00302,0.28,0.787,118.629,audio_features,3w7JOstC58U7VxTQcm7GIN,spotify:track:3w7JOstC58U7VxTQcm7GIN,https://api.spotify.com/v1/tracks/3w7JOstC58U7VxTQcm7GIN,https://api.spotify.com/v1/audio-analysis/3w7JOstC58U7VxTQcm7GIN,171040,4,https://open.spotify.com/track/3w7JOstC58U7VxTQcm7GIN,not_hot_songs,1,2
The Blessing,Joi,0.416,0.583,11,-7.994,1,0.037,0.0383,0.0,0.116,0.185,140.001,audio_features,5O306r2a9Nl7rm5ZlaTqka,spotify:track:5O306r2a9Nl7rm5ZlaTqka,https://api.spotify.com/v1/tracks/5O306r2a9Nl7rm5ZlaTqka,https://api.spotify.com/v1/audio-analysis/5O306r2a9Nl7rm5ZlaTqka,507307,4,https://open.spotify.com/track/5O306r2a9Nl7rm5ZlaTqka,not_hot_songs,4,4
Drive In Saturday - (Tribute to David Bowie),Ashes to Ashes,0.71,0.743,1,-10.553,1,0.0507,0.273,0.000406,0.258,0.866,120.277,audio_features,37CRPk0L5ZpfPeePEPwE0t,spotify:track:37CRPk0L5ZpfPeePEPwE0t,https://api.spotify.com/v1/tracks/37CRPk0L5ZpfPeePEPwE0t,https://api.spotify.com/v1/audio-analysis/37CRPk0L5ZpfPeePEPwE0t,266160,4,https://open.spotify.com/track/37CRPk0L5ZpfPeePEPwE0t,not_hot_songs,1,2
Held Der Tastatur,Melanie And The Secret Army,0.478,0.886,7,-2.193,1,0.0423,0.000885,1.61e-05,0.263,0.473,144.056,audio_features,0aDiMhAKkEYMCaC7d4RqXu,spotify:track:0aDiMhAKkEYMCaC7d4RqXu,https://api.spotify.com/v1/tracks/0aDiMhAKkEYMCaC7d4RqXu,https://api.spotify.com/v1/audio-analysis/0aDiMhAKkEYMCaC7d4RqXu,255587,4,https://open.spotify.com/track/0aDiMhAKkEYMCaC7d4RqXu,not_hot_songs,4,4
Music Of The Sun,Rihanna,0.366,0.871,9,-6.243,0,0.0823,0.0933,0.579,0.0693,0.19,149.745,audio_features,0KoIrrbZr8rMXhFQK8T5Eg,spotify:track:0KoIrrbZr8rMXhFQK8T5Eg,https://api.spotify.com/v1/tracks/0KoIrrbZr8rMXhFQK8T5Eg,https://api.spotify.com/v1/audio-analysis/0KoIrrbZr8rMXhFQK8T5Eg,183946,4,https://open.spotify.com/track/0KoIrrbZr8rMXhFQK8T5Eg,not_hot_songs,4,4
Estimate,Slum Village,0.796,0.543,1,-7.994,1,0.164,0.0486,0.00584,0.124,0.784,91.212,audio_features,2KBo6O5rkNdtYT3wYjkEkq,spotify:track:2KBo6O5rkNdtYT3wYjkEkq,https://api.spotify.com/v1/tracks/2KBo6O5rkNdtYT3wYjkEkq,https://api.spotify.com/v1/audio-analysis/2KBo6O5rkNdtYT3wYjkEkq,235213,4,https://open.spotify.com/track/2KBo6O5rkNdtYT3wYjkEkq,not_hot_songs,1,2
Du Er Venta I Himlen,Mons Leidvin Takle,0.634,0.573,7,-8.632,1,0.0738,0.0154,0.0,0.109,0.0915,100.944,audio_features,6TgsqKN2KXsE6s0SZBuheU,spotify:track:6TgsqKN2KXsE6s0SZBuheU,https://api.spotify.com/v1/tracks/6TgsqKN2KXsE6s0SZBuheU,https://api.spotify.com/v1/audio-analysis/6TgsqKN2KXsE6s0SZBuheU,184059,4,https://open.spotify.com/track/6TgsqKN2KXsE6s0SZBuheU,not_hot_songs,4,4
Do You See The Light (Deep Ethno Mix),SNAP!,0.728,0.796,4,-5.33,1,0.0461,0.162,9.28e-06,0.196,0.691,117.925,audio_features,5nsFJfYtAFZmL9PbtYKYcA,spotify:track:5nsFJfYtAFZmL9PbtYKYcA,https://api.spotify.com/v1/tracks/5nsFJfYtAFZmL9PbtYKYcA,https://api.spotify.com/v1/audio-analysis/5nsFJfYtAFZmL9PbtYKYcA,180147,4,https://open.spotify.com/track/5nsFJfYtAFZmL9PbtYKYcA,not_hot_songs,1,2
The Burning Season (Live),Primordial,0.747,0.523,7,-12.22,0,0.0755,0.000216,0.00821,0.113,0.229,136.105,audio_features,3UyXG4kEUjn7yYVDsAtaTD,spotify:track:3UyXG4kEUjn7yYVDsAtaTD,https://api.spotify.com/v1/tracks/3UyXG4kEUjn7yYVDsAtaTD,https://api.spotify.com/v1/audio-analysis/3UyXG4kEUjn7yYVDsAtaTD,147375,4,https://open.spotify.com/track/3UyXG4kEUjn7yYVDsAtaTD,not_hot_songs,1,5
Bishop Hopping,Phantomsmasher,0.578,0.864,5,-6.153,0,0.383,0.107,0.0,0.481,0.649,175.775,audio_features,3lowcuAcg6INX4Rs32KzjJ,spotify:track:3lowcuAcg6INX4Rs32KzjJ,https://api.spotify.com/v1/tracks/3lowcuAcg6INX4Rs32KzjJ,https://api.spotify.com/v1/audio-analysis/3lowcuAcg6INX4Rs32KzjJ,203773,4,https://open.spotify.com/track/3lowcuAcg6INX4Rs32KzjJ,not_hot_songs,3,3
Skvoz' Tuman Vekov,Arkona,0.173,0.975,2,-2.856,1,0.113,0.000672,0.0886,0.316,0.133,74.673,audio_features,37emGPAfIkznWbgmfZsjcr,spotify:track:37emGPAfIkznWbgmfZsjcr,https://api.spotify.com/v1/tracks/37emGPAfIkznWbgmfZsjcr,https://api.spotify.com/v1/audio-analysis/37emGPAfIkznWbgmfZsjcr,306827,4,https://open.spotify.com/track/37emGPAfIkznWbgmfZsjcr,not_hot_songs,4,4
It's All Because,Smash Palace,0.321,0.82,0,-4.459,0,0.0422,0.00305,0.0,0.34,0.198,166.859,audio_features,2QZxpZDfJjhEGclSszvMVX,spotify:track:2QZxpZDfJjhEGclSszvMVX,https://api.spotify.com/v1/tracks/2QZxpZDfJjhEGclSszvMVX,https://api.spotify.com/v1/audio-analysis/2QZxpZDfJjhEGclSszvMVX,249320,4,https://open.spotify.com/track/2QZxpZDfJjhEGclSszvMVX,not_hot_songs,4,4
Dab_dab_doo-Party In The Jungle,Taboo,0.63,0.799,3,-5.232,0,0.0375,0.00312,0.00159,0.0834,0.702,96.006,audio_features,5tvBQ9zlAxMzAt7GI7ik2n,spotify:track:5tvBQ9zlAxMzAt7GI7ik2n,https://api.spotify.com/v1/tracks/5tvBQ9zlAxMzAt7GI7ik2n,https://api.spotify.com/v1/audio-analysis/5tvBQ9zlAxMzAt7GI7ik2n,206413,4,https://open.spotify.com/track/5tvBQ9zlAxMzAt7GI7ik2n,not_hot_songs,1,2
Mutter Erde,Monika_ Wolfgang,0.733,0.333,1,-8.395,1,0.0414,0.75,0.0,0.111,0.348,116.976,audio_features,0LLEvaScoETapxxUEOqEia,spotify:track:0LLEvaScoETapxxUEOqEia,https://api.spotify.com/v1/tracks/0LLEvaScoETapxxUEOqEia,https://api.spotify.com/v1/audio-analysis/0LLEvaScoETapxxUEOqEia,212240,4,https://open.spotify.com/track/0LLEvaScoETapxxUEOqEia,not_hot_songs,2,6
Black Betty,Pat Travers,0.465,0.907,11,-6.404,0,0.113,0.0241,0.00118,0.13,0.681,117.293,audio_features,6kooDsorCpWVMGc994XjWN,spotify:track:6kooDsorCpWVMGc994XjWN,https://api.spotify.com/v1/tracks/6kooDsorCpWVMGc994XjWN,https://api.spotify.com/v1/audio-analysis/6kooDsorCpWVMGc994XjWN,238973,4,https://open.spotify.com/track/6kooDsorCpWVMGc994XjWN,not_hot_songs,4,5
Monopoly On Sorrow,Suicidal Tendencies,0.388,0.888,11,-6.929,1,0.0745,0.00455,7.84e-05,0.0975,0.528,130.102,audio_features,2Lb7mXegBW3WJEOict7Q47,spotify:track:2Lb7mXegBW3WJEOict7Q47,https://api.spotify.com/v1/tracks/2Lb7mXegBW3WJEOict7Q47,https://api.spotify.com/v1/audio-analysis/2Lb7mXegBW3WJEOict7Q47,310544,4,https://open.spotify.com/track/2Lb7mXegBW3WJEOict7Q47,not_hot_songs,4,4
Ghetto,Bad Azz,0.873,0.556,11,-7.147,1,0.358,0.0326,0.0,0.105,0.379,97.951,audio_features,3KtXO2iSrh3uhtupzih5F6,spotify:track:3KtXO2iSrh3uhtupzih5F6,https://api.spotify.com/v1/tracks/3KtXO2iSrh3uhtupzih5F6,https://api.spotify.com/v1/audio-analysis/3KtXO2iSrh3uhtupzih5F6,200877,4,https://open.spotify.com/track/3KtXO2iSrh3uhtupzih5F6,not_hot_songs,3,3
It Must Be Me,X (Australia),0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,audio_features,6kvoHl80mfCVTv7XnZkjQn,spotify:track:6kvoHl80mfCVTv7XnZkjQn,https://api.spotify.com/v1/tracks/6kvoHl80mfCVTv7XnZkjQn,https://api.spotify.com/v1/audio-analysis/6kvoHl80mfCVTv7XnZkjQn,258787,4,https://open.spotify.com/track/6kvoHl80mfCVTv7XnZkjQn,not_hot_songs,1,2
T\xc3\xbcflische Plan,Stern,0.159,0.0779,7,-20.508,1,0.0409,0.981,0.945,0.247,0.0427,71.649,audio_features,3PlSjESvsU50fg4cajMBmg,spotify:track:3PlSjESvsU50fg4cajMBmg,https://api.spotify.com/v1/tracks/3PlSjESvsU50fg4cajMBmg,https://api.spotify.com/v1/audio-analysis/3PlSjESvsU50fg4cajMBmg,410267,3,https://open.spotify.com/track/3PlSjESvsU50fg4cajMBmg,not_hot_songs,0,0
Don't Go (Produced by Frequency),Wordsworth feat. Adanita Ross,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,110.108,audio_features,1058fW9H3fZA6QjYCdOBad,spotify:track:1058fW9H3fZA6QjYCdOBad,https://api.spotify.com/v1/tracks/1058fW9H3fZA6QjYCdOBad,https://api.spotify.com/v1/audio-analysis/1058fW9H3fZA6QjYCdOBad,164842,4,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad,not_hot_songs,1,5
All Shook Up,Smidi Beats,0.688,0.468,10,-12.503,1,0.15,0.89,0.000134,0.177,0.946,74.832,audio_features,6A28sLdLOf9vohN5LVl5KR,spotify:track:6A28sLdLOf9vohN5LVl5KR,https://api.spotify.com/v1/tracks/6A28sLdLOf9vohN5LVl5KR,https://api.spotify.com/v1/audio-analysis/6A28sLdLOf9vohN5LVl5KR,117360,4,https://open.spotify.com/track/6A28sLdLOf9vohN5LVl5KR,not_hot_songs,2,5
Lovin' You,Minnie Riperton,0.387,0.164,9,-14.617,1,0.085,0.962,0.0,0.0817,0.409,72.029,audio_features,3ebYtLVuV4HzEZUDcpZB9p,spotify:track:3ebYtLVuV4HzEZUDcpZB9p,https://api.spotify.com/v1/tracks/3ebYtLVuV4HzEZUDcpZB9p,https://api.spotify.com/v1/audio-analysis/3ebYtLVuV4HzEZUDcpZB9p,223144,4,https://open.spotify.com/track/3ebYtLVuV4HzEZUDcpZB9p,not_hot_songs,2,6
Lord You're Worthy (Album),Wilmington Chester Mass Choir,0.541,0.714,5,-5.563,0,0.0547,0.579,0.0,0.606,0.623,81.934,audio_features,1d8ILFSynMOrH8zWyuaU2B,spotify:track:1d8ILFSynMOrH8zWyuaU2B,https://api.spotify.com/v1/tracks/1d8ILFSynMOrH8zWyuaU2B,https://api.spotify.com/v1/audio-analysis/1d8ILFSynMOrH8zWyuaU2B,308533,4,https://open.spotify.com/track/1d8ILFSynMOrH8zWyuaU2B,not_hot_songs,4,1
Beautiful One,Terry Dexter,0.459,0.906,7,-7.091,1,0.0522,0.0625,0.00595,0.586,0.525,146.712,audio_features,7LwcDx0CsXpzJI7KRY0GyT,spotify:track:7LwcDx0CsXpzJI7KRY0GyT,https://api.spotify.com/v1/tracks/7LwcDx0CsXpzJI7KRY0GyT,https://api.spotify.com/v1/audio-analysis/7LwcDx0CsXpzJI7KRY0GyT,107107,4,https://open.spotify.com/track/7LwcDx0CsXpzJI7KRY0GyT,not_hot_songs,4,1
Upon This Rock (Fire And Ice Version),STEVE CAMP,0.769,0.784,9,-11.039,0,0.0343,0.377,0.0,0.0868,0.961,135.916,audio_features,68XOnnZaySPOrAN4WqUJBi,spotify:track:68XOnnZaySPOrAN4WqUJBi,https://api.spotify.com/v1/tracks/68XOnnZaySPOrAN4WqUJBi,https://api.spotify.com/v1/audio-analysis/68XOnnZaySPOrAN4WqUJBi,219373,4,https://open.spotify.com/track/68XOnnZaySPOrAN4WqUJBi,not_hot_songs,1,5
On The Road Again,The Sonics,0.411,0.859,4,-7.382,1,0.085,0.0671,0.00201,0.958,0.36,112.228,audio_features,0vcJzE2LuNY9aoq2hdMjHZ,spotify:track:0vcJzE2LuNY9aoq2hdMjHZ,https://api.spotify.com/v1/tracks/0vcJzE2LuNY9aoq2hdMjHZ,https://api.spotify.com/v1/audio-analysis/0vcJzE2LuNY9aoq2hdMjHZ,156173,3,https://open.spotify.com/track/0vcJzE2LuNY9aoq2hdMjHZ,not_hot_songs,4,1
Roller Derby,Leon Russell,0.714,0.53,4,-13.451,1,0.0546,0.573,4.55e-05,0.264,0.917,125.811,audio_features,5fKn5fuojlhW9MnkupWW7d,spotify:track:5fKn5fuojlhW9MnkupWW7d,https://api.spotify.com/v1/tracks/5fKn5fuojlhW9MnkupWW7d,https://api.spotify.com/v1/audio-analysis/5fKn5fuojlhW9MnkupWW7d,211080,4,https://open.spotify.com/track/5fKn5fuojlhW9MnkupWW7d,not_hot_songs,1,2
Your God Isn't Listening,Steve Wilson,0.717,0.527,9,-10.779,1,0.0292,0.567,0.00668,0.0785,0.731,116.288,audio_features,3aAuIvgJGdp4wWd60riWfB,spotify:track:3aAuIvgJGdp4wWd60riWfB,https://api.spotify.com/v1/tracks/3aAuIvgJGdp4wWd60riWfB,https://api.spotify.com/v1/audio-analysis/3aAuIvgJGdp4wWd60riWfB,246667,4,https://open.spotify.com/track/3aAuIvgJGdp4wWd60riWfB,not_hot_songs,1,5
Nice 'N' Easy,Charlie Rich,0.536,0.148,0,-14.903,1,0.031,0.772,0.0,0.101,0.509,109.295,audio_features,5Z7bkW3dsu8jLdv3dEGxly,spotify:track:5Z7bkW3dsu8jLdv3dEGxly,https://api.spotify.com/v1/tracks/5Z7bkW3dsu8jLdv3dEGxly,https://api.spotify.com/v1/audio-analysis/5Z7bkW3dsu8jLdv3dEGxly,165760,4,https://open.spotify.com/track/5Z7bkW3dsu8jLdv3dEGxly,not_hot_songs,2,6
Spiritual Passion (aka Dubious),Dexys Midnight Runners,0.617,0.755,9,-6.414,1,0.0318,0.012,3.82e-06,0.28,0.716,150.003,audio_features,0sv8VAWhT2kleoKReimCNT,spotify:track:0sv8VAWhT2kleoKReimCNT,https://api.spotify.com/v1/tracks/0sv8VAWhT2kleoKReimCNT,https://api.spotify.com/v1/audio-analysis/0sv8VAWhT2kleoKReimCNT,206493,4,https://open.spotify.com/track/0sv8VAWhT2kleoKReimCNT,not_hot_songs,4,5
Do Ya Thing (Remix) (Explicit Album Version),Cam'Ron,0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,audio_features,4z7maGZkAonDlXlwo8q69f,spotify:track:4z7maGZkAonDlXlwo8q69f,https://api.spotify.com/v1/tracks/4z7maGZkAonDlXlwo8q69f,https://api.spotify.com/v1/audio-analysis/4z7maGZkAonDlXlwo8q69f,331333,4,https://open.spotify.com/track/4z7maGZkAonDlXlwo8q69f,not_hot_songs,1,2
Blackwords Masking,This Moment In Black History,0.54,0.967,1,-4.174,0,0.162,0.00796,0.0,0.683,0.293,136.896,audio_features,3zUwwYcmob803s2Bkck8GY,spotify:track:3zUwwYcmob803s2Bkck8GY,https://api.spotify.com/v1/tracks/3zUwwYcmob803s2Bkck8GY,https://api.spotify.com/v1/audio-analysis/3zUwwYcmob803s2Bkck8GY,247373,4,https://open.spotify.com/track/3zUwwYcmob803s2Bkck8GY,not_hot_songs,4,1
Flaming Red,Patty Griffin,0.616,0.2,9,-13.817,1,0.0311,0.693,0.000555,0.0838,0.154,129.663,audio_features,5IINR00AdSxDGuDTVD5a3I,spotify:track:5IINR00AdSxDGuDTVD5a3I,https://api.spotify.com/v1/tracks/5IINR00AdSxDGuDTVD5a3I,https://api.spotify.com/v1/audio-analysis/5IINR00AdSxDGuDTVD5a3I,316600,4,https://open.spotify.com/track/5IINR00AdSxDGuDTVD5a3I,not_hot_songs,2,6
